01_TI_0230;Coj. Empuje lado activo  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0231;Coj. Empuje lado activo  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0232;Coj. Radial lado compresor 1era etapa  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0233;Coj. Radial lado compresor 3era etapa  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0234;Coj. Radial lado compresor 3era etapa  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0235;Coj. Empuje lado inactivo  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0236;Coj. Empuje lado activo  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0237;Coj. Radial lado compresor 2da etapa / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0238;Coj. Empuje lado inactivo / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0239;Coj. Empuje lado activo / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0240;Coj. Empuje lado activo / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0241;Coj. Radial lado compresor 2da etapa / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0242;Coj. Radial lado libre / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0243;Coj. Radial lado libre / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0244;Coj. Empuje lado inactivo / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0245;Coj. Empuje lado activo / Compr. K-03  bearing temperature detector;Err:511;°F;#ADDIN?
01_SI_0112;Vib. Radial ta l/empuje  a.p (h) / Bearing #1 key-phasor proximitor;Err:511;mil pp;#ADDIN?
01_SI_0113;Vib. Radial ta l/empuje  a.p (v) / Bearing #4 key-phasor proximitor;Err:511;mil pp;#ADDIN?
01_SI_0114;Vib. Radial tb l/acople b.p (h) / Bearing #1 radial vibration (x axis);Err:511;mil pp;#ADDIN?
01_SI_0115;Vib. Radial tb l/acople b.p (v) / Bearing #1 radial vibration (y axis);Err:511;mil pp;#ADDIN?
